"","SRX033482","SRX033489","SRX033479","SRX033490","SRX033480","SRX033472","SRX033485","SRX033493","SRX033475","SRX033486"
"ENSMUSG00000048799",118,250,72,294,94,79,97,278,100,148
"ENSMUSG00000048807",158,359,341,346,141,376,224,397,226,205
"ENSMUSG00000048814",1812,4845,2563,5030,2246,2617,2479,5514,2623,3139
"ENSMUSG00000048826",342,801,709,868,300,918,622,1034,683,520
"ENSMUSG00000048827",6,27,19,33,5,27,28,44,28,29
"ENSMUSG00000048832",204,435,364,420,185,360,274,516,305,249
"ENSMUSG00000048833",588,1432,793,1302,596,838,634,1559,738,742
"ENSMUSG00000048834",255,633,406,632,322,520,424,721,368,403
"ENSMUSG00000048856",4,25,20,37,13,8,8,9,8,3
"ENSMUSG00000048865",31,73,50,62,39,55,36,74,49,48
"ENSMUSG00000048874",184,419,179,428,234,124,181,449,204,246
"ENSMUSG00000048878",518,976,716,1131,489,607,608,1090,556,529
"ENSMUSG00000048888",3,2,0,4,4,4,4,1,0,6
"ENSMUSG00000048895",357,795,891,858,417,730,792,978,698,567
"ENSMUSG00000048897",203,505,407,507,195,411,380,566,281,269
"ENSMUSG00000048899",14,22,31,23,5,25,33,28,23,19
"ENSMUSG00000048905",44,104,104,120,44,82,71,125,74,72
"ENSMUSG00000048911",6,6,6,11,13,5,7,11,12,12
"ENSMUSG00000048915",30,57,55,70,19,44,62,106,45,43
"ENSMUSG00000048920",385,910,806,860,437,749,603,974,620,526
"ENSMUSG00000048921",35,77,70,83,26,78,90,99,60,75
"ENSMUSG00000048924",10,37,10,44,15,11,16,32,15,17
"ENSMUSG00000048936",26,42,62,44,18,56,48,36,43,38
"ENSMUSG00000048939",15,38,29,29,20,21,13,23,11,18
"ENSMUSG00000048960",481,869,470,949,409,387,417,778,336,549
"ENSMUSG00000048965",69,199,119,176,104,165,125,206,93,103
"ENSMUSG00000048967",12,32,34,44,8,18,22,46,16,18
"ENSMUSG00000048970",203,457,138,450,163,142,163,461,135,217
"ENSMUSG00000048988",148,432,413,539,213,462,419,539,417,305
"ENSMUSG00000048997",14,15,18,20,6,25,13,26,20,6
"ENSMUSG00000049001",85,211,78,182,103,97,103,245,97,164
"ENSMUSG00000049036",92,219,254,177,86,200,173,227,135,101
"ENSMUSG00000049038",155,358,121,354,126,117,111,340,155,219
"ENSMUSG00000049047",9,16,6,13,5,3,5,18,8,9
"ENSMUSG00000049076",1409,2744,1636,2973,1473,1192,1269,3110,1692,2026
"ENSMUSG00000049086",196,464,504,469,206,516,432,605,346,325
"ENSMUSG00000049090",332,714,361,758,313,315,279,717,294,338
"ENSMUSG00000049091",215,564,284,463,215,378,226,527,292,242
"ENSMUSG00000049097",468,1051,1008,1240,493,898,873,1348,735,731
"ENSMUSG00000049100",1830,3609,3397,4034,2005,3401,2837,4375,2862,2694
"ENSMUSG00000049106",739,1626,1343,1737,787,1309,893,1831,1036,889
"ENSMUSG00000049107",8,8,2,12,5,3,7,15,3,3
"ENSMUSG00000049112",54,208,69,170,72,104,109,202,109,136
"ENSMUSG00000049122",13,52,20,48,23,26,20,51,19,37
"ENSMUSG00000049130",10,12,4,20,2,1,5,1,4,2
"ENSMUSG00000049134",4,25,19,29,4,32,13,48,29,18
"ENSMUSG00000049148",45,117,82,115,68,110,103,146,102,79
"ENSMUSG00000049154",3,9,6,25,4,3,6,20,3,2
"ENSMUSG00000049164",108,219,75,210,72,66,82,203,103,158
"ENSMUSG00000049176",1069,2539,1424,2481,1237,1253,1197,2578,1392,1494
"ENSMUSG00000049184",31,115,78,117,78,104,82,149,67,105
"ENSMUSG00000049191",31,86,42,75,43,75,44,73,66,43
"ENSMUSG00000049225",1567,3491,1830,3141,1601,1415,1582,4114,1564,2346
"ENSMUSG00000049230",76,205,78,195,100,77,52,238,81,106
"ENSMUSG00000049232",100,304,106,354,129,119,118,307,128,218
"ENSMUSG00000049235",6,3,8,5,2,4,1,5,1,1
"ENSMUSG00000049241",3,0,2,6,2,5,11,1,4,3
"ENSMUSG00000049246",9,36,26,27,30,16,2,38,12,13
"ENSMUSG00000049265",151,366,469,389,206,379,362,524,275,276
"ENSMUSG00000049281",1309,3677,1473,3636,1367,1781,1911,4078,1899,2648
"ENSMUSG00000049285",15,30,18,25,7,35,15,35,22,21
"ENSMUSG00000049288",82,125,92,183,113,91,68,165,69,85
"ENSMUSG00000049295",54,137,124,133,65,155,138,148,96,118
"ENSMUSG00000049299",49,93,41,75,32,43,54,85,40,45
"ENSMUSG00000049300",40,99,100,90,36,101,71,114,98,65
"ENSMUSG00000049305",199,421,264,449,145,337,234,454,235,229
"ENSMUSG00000049323",255,533,325,577,238,357,371,594,286,362
"ENSMUSG00000049339",854,1863,1511,1842,784,1529,1273,2051,1233,985
"ENSMUSG00000049353",0,4,3,10,0,2,0,1,1,0
"ENSMUSG00000049354",260,566,512,609,243,508,455,579,381,344
"ENSMUSG00000049357",12,20,13,32,14,6,7,24,9,8
"ENSMUSG00000049387",2,3,1,5,0,2,0,9,3,5
"ENSMUSG00000049401",111,255,139,256,113,142,101,235,108,113
"ENSMUSG00000049404",2,8,6,11,6,8,8,8,4,10
"ENSMUSG00000049409",0,4,5,10,0,5,0,2,2,1
"ENSMUSG00000049411",6,15,8,16,5,18,7,24,6,21
"ENSMUSG00000049420",79,189,205,186,144,106,114,298,131,182
"ENSMUSG00000049422",518,1439,1077,1908,582,1120,1457,1953,961,1110
"ENSMUSG00000049436",12,22,5,22,8,7,4,6,3,1
"ENSMUSG00000049439",36,51,29,81,34,27,26,62,21,51
"ENSMUSG00000049488",3,16,6,18,4,1,9,18,9,11
"ENSMUSG00000049489",20,78,36,73,24,46,26,92,28,19
"ENSMUSG00000049493",11,17,4,31,9,12,9,21,13,9
"ENSMUSG00000049502",9,25,23,33,10,21,15,31,8,17
"ENSMUSG00000049504",15,50,17,58,33,32,16,68,42,30
"ENSMUSG00000049507",92,172,122,191,80,118,94,229,132,132
"ENSMUSG00000049511",286,633,314,538,234,326,292,541,214,370
"ENSMUSG00000049515",0,3,13,7,2,7,0,3,10,2
"ENSMUSG00000049516",223,512,282,581,260,202,227,538,243,308
"ENSMUSG00000049517",2,8,2,9,4,5,3,6,6,5
"ENSMUSG00000049521",152,326,197,395,118,256,262,417,170,179
"ENSMUSG00000049526",8,18,7,23,12,10,8,26,13,17
"ENSMUSG00000049532",738,1567,969,1732,579,1008,856,1458,695,808
"ENSMUSG00000049536",162,325,149,356,175,150,147,303,164,174
"ENSMUSG00000049538",0,3,9,4,0,3,7,7,5,3
"ENSMUSG00000049551",12,52,48,46,15,55,71,62,27,34
"ENSMUSG00000049553",185,348,248,314,170,170,184,283,130,196
"ENSMUSG00000049555",31,55,35,95,43,40,37,52,37,35
"ENSMUSG00000049556",1574,3550,5730,3742,1758,4467,3334,5850,3721,3051
"ENSMUSG00000049562",24,53,61,74,29,105,64,91,68,67
"ENSMUSG00000049576",0,9,3,7,1,4,7,5,3,4
"ENSMUSG00000049577",242,466,630,565,256,516,634,652,398,393
"ENSMUSG00000049580",9,30,17,35,13,29,23,30,24,12
"ENSMUSG00000049583",117,246,140,263,143,126,93,227,155,171
"ENSMUSG00000049598",2,7,5,3,2,1,2,1,2,2
"ENSMUSG00000049600",162,414,339,433,175,348,339,480,254,268
"ENSMUSG00000049608",19,63,29,66,22,21,8,21,14,17
"ENSMUSG00000049612",870,2721,956,3018,1072,1088,1208,3284,1179,1723
"ENSMUSG00000049620",0,1,0,0,0,6,5,1,3,5
"ENSMUSG00000049624",33,95,93,66,58,73,48,99,51,53
"ENSMUSG00000049625",31,52,37,63,21,36,31,53,26,23
"ENSMUSG00000049630",319,580,786,706,454,440,482,1141,808,790
"ENSMUSG00000049643",147,372,302,425,173,346,219,432,229,214
"ENSMUSG00000049647",7478,14061,6186,14555,8241,4195,6173,14444,7586,10211
"ENSMUSG00000049649",5,17,33,13,8,28,13,30,20,14
"ENSMUSG00000049657",12,33,20,43,16,25,26,43,16,13
"ENSMUSG00000049658",282,523,263,535,351,170,214,638,314,383
"ENSMUSG00000049670",362,893,556,901,406,655,456,1032,529,429
"ENSMUSG00000049672",74,129,74,166,55,65,58,140,68,91
"ENSMUSG00000049680",59,146,103,139,58,130,68,161,60,62
"ENSMUSG00000049686",16,55,40,46,9,37,30,35,38,24
"ENSMUSG00000049692",6,16,21,24,14,13,14,18,20,16
"ENSMUSG00000049709",2,9,8,20,3,4,0,11,1,4
"ENSMUSG00000049717",163,376,160,349,187,147,140,388,170,208
"ENSMUSG00000049721",67,163,128,183,54,103,114,184,80,86
"ENSMUSG00000049739",21,34,30,37,18,34,21,41,29,28
"ENSMUSG00000049742",5,10,14,17,12,2,6,16,9,9
"ENSMUSG00000049760",210,424,227,490,167,276,215,483,191,191
"ENSMUSG00000049764",192,379,198,371,235,207,167,378,227,195
"ENSMUSG00000049775",1785,4703,1941,4532,1810,1828,1986,5508,2051,2558
"ENSMUSG00000049791",65,138,81,130,61,76,77,112,76,63
"ENSMUSG00000049792",31,77,38,71,44,35,23,82,37,31
"ENSMUSG00000049796",44,84,46,82,30,39,52,86,41,49
"ENSMUSG00000049804",381,771,501,745,438,479,317,853,486,383
"ENSMUSG00000049811",7,15,8,10,7,9,12,18,11,7
"ENSMUSG00000049823",31,71,58,118,35,57,45,76,43,34
"ENSMUSG00000049858",92,245,121,286,131,141,119,278,85,133
"ENSMUSG00000049866",85,214,222,262,82,205,151,282,100,101
"ENSMUSG00000049871",4,12,10,16,5,16,8,21,10,11
"ENSMUSG00000049872",46,79,49,94,61,40,45,115,45,84
"ENSMUSG00000049878",4,21,4,7,9,4,11,19,3,13
"ENSMUSG00000049881",6,12,13,12,1,5,8,15,3,10
"ENSMUSG00000049882",61,130,69,170,68,48,56,144,79,93
"ENSMUSG00000049892",33,81,47,67,23,36,52,73,27,37
"ENSMUSG00000049904",37,119,45,105,42,40,55,90,54,53
"ENSMUSG00000049907",238,510,569,547,322,473,290,708,470,319
"ENSMUSG00000049922",28,56,49,64,23,60,49,70,39,49
"ENSMUSG00000049929",11,22,4,21,7,9,14,21,14,25
"ENSMUSG00000049932",185,313,353,367,187,313,395,441,227,250
"ENSMUSG00000049939",700,1527,1210,1739,824,1126,1067,2079,976,1004
"ENSMUSG00000049940",177,379,214,434,164,194,108,395,189,159
"ENSMUSG00000049950",42,92,36,123,47,35,26,113,39,46
"ENSMUSG00000049960",15,48,29,54,24,38,41,74,38,34
"ENSMUSG00000049969",16,33,17,48,22,12,8,33,23,24
"ENSMUSG00000049971",20,40,37,36,19,30,13,52,26,30
"ENSMUSG00000049985",4,23,9,21,5,9,16,24,6,3
"ENSMUSG00000049988",4,9,6,9,3,3,6,7,4,4
"ENSMUSG00000049999",82,155,119,207,119,89,92,219,76,101
"ENSMUSG00000050002",83,196,100,244,117,84,97,242,82,102
"ENSMUSG00000050017",989,1790,912,1946,868,766,818,1945,825,993
"ENSMUSG00000050029",357,695,264,650,357,196,270,656,337,431
"ENSMUSG00000050035",13,26,7,28,6,12,5,25,16,10
"ENSMUSG00000050043",7,13,18,17,4,11,2,18,12,5
"ENSMUSG00000050052",9,18,12,22,5,7,11,12,6,11
"ENSMUSG00000050063",43,105,39,83,25,39,15,46,21,24
"ENSMUSG00000050064",90,263,218,281,160,116,128,239,130,140
"ENSMUSG00000050069",304,771,343,773,336,407,312,760,480,409
"ENSMUSG00000050071",14,25,8,36,18,16,7,15,8,9
"ENSMUSG00000050074",6,4,0,2,4,3,3,7,4,4
"ENSMUSG00000050077",132,312,169,312,175,194,145,372,156,201
"ENSMUSG00000050088",138,307,133,287,159,124,149,330,180,173
"ENSMUSG00000050103",8,19,5,11,2,1,4,9,2,4
"ENSMUSG00000050105",2,9,12,13,4,7,8,11,2,2
"ENSMUSG00000050121",155,251,156,344,89,140,59,248,86,94
"ENSMUSG00000050122",2,5,2,1,5,3,1,1,1,1
"ENSMUSG00000050138",41,85,237,89,82,191,174,159,123,128
"ENSMUSG00000050141",30,41,52,56,43,1,0,1,1,1
"ENSMUSG00000050144",353,563,668,620,285,687,414,673,480,344
"ENSMUSG00000050147",0,12,9,7,2,8,3,12,6,4
"ENSMUSG00000050148",2307,5414,3508,5773,2137,3156,3702,6140,2925,3457
"ENSMUSG00000050157",2,7,10,14,3,10,1,14,3,4
"ENSMUSG00000050164",103,412,239,431,102,279,213,367,190,187
"ENSMUSG00000050188",25,42,34,38,14,27,21,61,20,16
"ENSMUSG00000050192",602,1456,544,1362,764,500,508,1379,601,883
"ENSMUSG00000050211",1,2,1,0,3,11,10,16,10,5
"ENSMUSG00000050212",7,19,19,21,8,22,14,15,17,9
"ENSMUSG00000050213",14,29,26,28,18,43,32,39,23,21
"ENSMUSG00000050222",37,44,116,58,39,77,79,51,31,36
"ENSMUSG00000050229",109,195,101,184,103,99,70,169,112,120
"ENSMUSG00000050234",15,38,39,46,5,38,16,30,30,22
"ENSMUSG00000050240",28,82,67,99,35,71,56,93,45,35
"ENSMUSG00000050244",384,795,412,786,391,388,446,918,454,520
"ENSMUSG00000050266",3,2,6,3,2,8,1,9,6,11
"ENSMUSG00000050270",6,3,11,14,6,5,4,16,7,6
"ENSMUSG00000050271",30,68,60,97,25,59,98,79,49,66
"ENSMUSG00000050272",546,1230,1071,1391,618,913,934,1592,676,771
"ENSMUSG00000050288",87,140,164,163,55,117,141,173,77,83
"ENSMUSG00000050295",32,78,75,66,42,35,98,72,30,61
"ENSMUSG00000050296",0,3,1,2,0,4,2,6,2,1
"ENSMUSG00000050310",976,2062,1068,2004,1011,1015,943,2109,1135,1425
"ENSMUSG00000050321",1481,3093,1383,3308,1525,1441,1338,3527,1592,2009
"ENSMUSG00000050332",118,245,163,285,112,136,183,271,129,180
"ENSMUSG00000050357",267,516,623,583,258,525,514,718,472,352
"ENSMUSG00000050370",1,1,3,5,0,1,1,5,4,1
"ENSMUSG00000050373",4,25,12,30,7,20,17,38,17,14
"ENSMUSG00000050379",7,19,31,24,12,17,22,28,14,13
"ENSMUSG00000050382",30,27,21,34,14,41,23,42,23,13
"ENSMUSG00000050390",6,5,13,10,12,11,14,12,6,10
"ENSMUSG00000050394",7,7,3,12,5,3,2,4,5,3
"ENSMUSG00000050397",3,1,3,0,0,3,6,4,4,7
"ENSMUSG00000050405",957,1899,2473,1995,1110,1901,1714,2742,1579,1482
"ENSMUSG00000050410",5,30,23,25,10,43,18,23,19,14
"ENSMUSG00000050423",60,140,123,151,71,51,95,134,60,79
"ENSMUSG00000050428",85,203,192,259,98,176,180,255,144,115
"ENSMUSG00000050445",2,8,5,11,0,9,5,18,6,6
"ENSMUSG00000050447",6,31,33,43,14,33,8,24,16,30
"ENSMUSG00000050470",35,53,17,80,34,23,31,71,31,40
"ENSMUSG00000050473",325,618,227,573,225,409,303,579,346,340
"ENSMUSG00000050490",2,5,4,2,4,3,1,4,3,1
"ENSMUSG00000050503",4,8,9,2,1,4,5,5,5,5
"ENSMUSG00000050505",158,376,147,385,161,169,188,428,154,180
"ENSMUSG00000050511",337,550,572,515,308,415,385,598,420,480
"ENSMUSG00000050530",1117,2524,1445,2557,1115,1504,1120,2482,1177,1380
"ENSMUSG00000050534",1,6,3,9,5,7,8,9,2,7
"ENSMUSG00000050541",90,158,329,171,109,129,148,205,133,106
"ENSMUSG00000050545",17,25,14,22,11,13,22,30,12,22
"ENSMUSG00000050549",88,138,44,136,95,21,28,113,38,56
"ENSMUSG00000050552",107,273,179,245,99,170,92,276,107,97
"ENSMUSG00000050553",2,9,2,5,4,2,7,7,4,4
"ENSMUSG00000050555",3,4,5,8,2,1,5,7,2,5
"ENSMUSG00000050556",26,47,167,38,57,71,112,50,91,54
"ENSMUSG00000050567",136,393,236,452,171,227,227,457,205,205
"ENSMUSG00000050600",368,910,707,912,502,624,594,1163,673,627
"ENSMUSG00000050608",148,463,194,504,188,174,184,601,178,193
"ENSMUSG00000050623",18,39,46,49,22,30,28,92,39,26
"ENSMUSG00000050633",13,11,6,10,7,0,1,13,3,6
"ENSMUSG00000050640",17,65,38,54,35,45,62,84,35,38
"ENSMUSG00000050663",36,83,106,97,56,112,76,124,93,88
"ENSMUSG00000050666",20,61,29,56,16,18,29,44,16,23
"ENSMUSG00000050668",156,328,143,310,143,140,85,331,144,122
"ENSMUSG00000050675",6,16,5,12,7,15,11,24,28,10
"ENSMUSG00000050677",10,25,22,28,4,25,16,24,34,17
"ENSMUSG00000050697",432,831,333,878,393,285,370,801,446,520
"ENSMUSG00000050708",3,18,2,23,4,9,1,8,3,5
"ENSMUSG00000050709",9,25,28,28,16,16,18,43,30,30
"ENSMUSG00000050711",2708,6194,2312,7864,2550,2682,2636,7841,2503,3188
"ENSMUSG00000050714",56,127,58,163,66,79,64,152,68,76
"ENSMUSG00000050721",65,112,62,161,62,65,99,135,54,65
"ENSMUSG00000050730",7,14,12,14,4,12,22,10,9,16
"ENSMUSG00000050732",43,96,26,84,38,31,29,64,39,25
"ENSMUSG00000050747",8,7,8,13,1,2,6,8,2,2
"ENSMUSG00000050761",70,104,156,105,46,130,109,107,75,89
"ENSMUSG00000050777",0,12,7,9,5,14,9,18,3,8
"ENSMUSG00000050783",52,81,54,74,51,56,29,92,64,64
"ENSMUSG00000050786",17,57,43,60,29,36,41,61,51,41
"ENSMUSG00000050796",131,317,209,274,80,202,113,238,151,114
"ENSMUSG00000050808",12,4,4,7,3,2,2,4,1,2
"ENSMUSG00000050821",59,135,213,147,112,185,75,173,116,98
"ENSMUSG00000050822",37,175,86,180,69,127,113,152,91,85
"ENSMUSG00000050824",2,10,6,10,2,78,42,107,56,51
"ENSMUSG00000050836",4,5,4,3,2,7,2,5,8,2
"ENSMUSG00000050840",177,392,234,444,208,171,227,406,170,259
"ENSMUSG00000050846",140,285,162,286,141,196,112,317,156,172
"ENSMUSG00000050854",0,7,6,1,0,4,1,6,0,1
"ENSMUSG00000050856",12,47,19,60,22,6,20,37,5,28
"ENSMUSG00000050873",107,265,153,198,128,111,92,178,101,92
"ENSMUSG00000050875",45,80,41,72,63,42,39,66,45,55
"ENSMUSG00000050883",2,4,6,5,0,1,2,4,3,0
"ENSMUSG00000050891",37,69,35,85,52,33,33,75,53,82
"ENSMUSG00000050896",66,88,192,85,70,126,104,143,101,152
"ENSMUSG00000050908",8,45,31,29,22,35,10,46,27,18
"ENSMUSG00000050910",207,452,368,562,239,427,371,628,342,326
"ENSMUSG00000050912",13,45,22,66,7,17,17,50,14,29
"ENSMUSG00000050919",21,48,79,82,32,47,29,78,40,50
"ENSMUSG00000050926",3,18,5,12,4,14,14,11,7,5
"ENSMUSG00000050930",45,103,50,92,55,55,70,96,38,64
"ENSMUSG00000050931",3,5,7,7,3,6,1,5,3,5
"ENSMUSG00000050936",8,11,3,6,3,1,2,11,4,6
"ENSMUSG00000050945",45,115,63,120,45,47,63,124,41,55
"ENSMUSG00000050953",1473,3241,1711,4200,1765,1840,1861,4491,1895,2287
"ENSMUSG00000050954",99,175,132,202,105,146,123,199,118,116
"ENSMUSG00000050957",0,6,0,14,3,2,3,8,3,3
"ENSMUSG00000050963",460,920,517,985,383,499,420,891,480,551
"ENSMUSG00000050967",1064,2460,1763,2585,1541,1431,1345,3025,1842,1823
"ENSMUSG00000050973",42,100,63,98,52,49,38,94,60,35
"ENSMUSG00000050989",21,48,33,53,12,32,45,70,24,35
"ENSMUSG00000050996",5,13,0,6,0,3,7,10,1,5
"ENSMUSG00000051022",38,95,62,85,31,74,41,72,48,40
"ENSMUSG00000051029",4,18,10,16,2,13,2,14,9,15
"ENSMUSG00000051034",35,117,59,124,39,51,42,135,51,52
"ENSMUSG00000051037",11,15,9,17,16,5,6,22,5,20
"ENSMUSG00000051041",105,206,74,204,73,133,118,267,117,144
"ENSMUSG00000051048",2,12,4,15,4,12,20,20,13,11
"ENSMUSG00000051054",13,42,13,32,15,17,15,56,12,17
"ENSMUSG00000051065",291,619,379,662,308,413,374,796,345,428
"ENSMUSG00000051067",851,2175,1632,2005,705,1742,1233,1964,1353,1088
"ENSMUSG00000051074",3,3,2,7,4,2,4,6,3,2
"ENSMUSG00000051079",1,6,2,6,2,4,2,12,1,8
"ENSMUSG00000051082",3,7,10,5,1,9,9,10,10,4
"ENSMUSG00000051098",196,475,209,568,260,192,248,673,268,388
"ENSMUSG00000051107",131,226,173,207,92,127,67,172,104,80
"ENSMUSG00000051111",155,384,202,379,134,342,293,496,305,340
"ENSMUSG00000051113",10,15,24,18,12,61,36,51,34,24
"ENSMUSG00000051124",5,3,1,7,2,2,2,9,2,0
"ENSMUSG00000051125",1,1,2,1,2,6,3,4,0,7
"ENSMUSG00000051146",318,608,497,864,292,524,867,923,404,571
"ENSMUSG00000051147",2,13,4,16,5,3,4,9,1,1
"ENSMUSG00000051159",6,7,1,7,3,2,4,5,1,4
"ENSMUSG00000051166",1811,3179,1660,3021,1483,1628,1276,3322,1658,2157
"ENSMUSG00000051169",1,4,3,0,2,4,6,5,6,3
"ENSMUSG00000051184",43,75,47,77,26,61,56,91,33,39
"ENSMUSG00000051185",400,677,417,534,313,420,348,587,376,400
"ENSMUSG00000051212",14,22,14,29,20,14,12,25,12,18
"ENSMUSG00000051220",2,4,2,4,1,0,0,2,1,1
"ENSMUSG00000051223",138,345,162,387,216,107,144,388,182,208
"ENSMUSG00000051228",9,8,13,10,10,10,16,17,8,7
"ENSMUSG00000051235",2,22,9,24,12,6,4,33,13,14
"ENSMUSG00000051236",14,25,10,28,8,10,11,26,14,12
"ENSMUSG00000051238",19,24,25,36,22,20,25,51,16,16
"ENSMUSG00000051242",53,140,66,143,74,89,49,165,74,92
"ENSMUSG00000051243",410,960,1745,1023,500,1316,870,1385,970,782
"ENSMUSG00000051246",34,97,48,90,30,34,34,70,34,28
"ENSMUSG00000051251",0,3,7,6,4,1,5,6,6,5
"ENSMUSG00000051255",98,179,61,235,77,56,38,225,81,112
"ENSMUSG00000051256",150,464,248,482,173,253,177,539,180,214
"ENSMUSG00000051278",65,102,64,126,57,69,50,156,77,77
"ENSMUSG00000051285",142,298,128,330,165,105,80,283,197,206
"ENSMUSG00000051316",56,154,84,190,88,51,54,193,74,107
"ENSMUSG00000051319",120,239,140,258,142,130,95,246,91,110
"ENSMUSG00000051323",118,239,183,223,131,154,174,268,134,122
"ENSMUSG00000051331",32,79,89,85,23,83,57,95,70,60
"ENSMUSG00000051335",1379,2922,2857,3119,1620,1921,1986,4300,1885,2122
"ENSMUSG00000051339",505,1107,1266,1170,637,766,642,1249,761,666
"ENSMUSG00000051341",26,57,23,69,42,13,15,60,25,24
"ENSMUSG00000051343",682,1546,1373,1504,673,1332,1074,1858,993,951
"ENSMUSG00000051346",48,123,55,143,50,68,71,139,51,85
"ENSMUSG00000051354",1,3,0,15,3,2,11,7,9,4
"ENSMUSG00000051367",0,1,2,4,5,0,7,3,0,5
"ENSMUSG00000051373",45,110,128,115,38,158,79,137,75,71
"ENSMUSG00000051379",345,906,271,827,320,350,385,823,305,493
"ENSMUSG00000051390",200,380,459,455,197,508,237,466,335,222
"ENSMUSG00000051391",210,545,673,642,268,510,781,887,387,619
"ENSMUSG00000051401",195,310,296,331,218,251,272,368,245,319
"ENSMUSG00000051403",1303,2496,2385,2827,1115,2134,1971,2776,1855,1508
"ENSMUSG00000051412",108,242,70,194,120,32,80,231,123,150
"ENSMUSG00000051413",15,35,16,51,16,27,20,29,20,33
"ENSMUSG00000051439",21,36,23,54,15,31,32,56,25,24
"ENSMUSG00000051456",1,8,10,9,5,16,19,16,15,10
"ENSMUSG00000051483",153,388,224,410,137,260,203,515,183,200
"ENSMUSG00000051486",22,68,28,45,36,45,23,85,46,36
"ENSMUSG00000051495",249,420,485,472,258,409,405,503,320,311
"ENSMUSG00000051497",14,34,19,38,9,17,13,46,10,15
"ENSMUSG00000051498",3,6,4,3,4,8,8,23,5,14
"ENSMUSG00000051499",8,4,5,9,6,4,6,5,3,7
"ENSMUSG00000051502",62,130,78,166,65,110,92,185,92,77
"ENSMUSG00000051503",2,2,5,7,1,2,9,5,7,8
"ENSMUSG00000051504",20,62,28,74,7,21,15,31,20,19
"ENSMUSG00000051518",101,246,130,297,95,151,145,274,118,120
"ENSMUSG00000051527",815,1797,713,1837,727,890,893,2003,913,1269
"ENSMUSG00000051554",10,44,22,35,16,15,22,48,23,21
"ENSMUSG00000051562",4,13,5,19,6,9,3,12,8,9
"ENSMUSG00000051578",208,382,433,431,223,374,360,510,324,345
"ENSMUSG00000051579",16,60,15,90,11,10,33,59,8,30
"ENSMUSG00000051590",2,8,5,5,0,5,5,8,7,5
"ENSMUSG00000051599",20,34,20,28,26,64,39,122,49,70
"ENSMUSG00000051615",791,1734,1296,1776,949,1031,809,2082,1105,1103
"ENSMUSG00000051617",218,456,257,507,170,193,66,266,128,90
"ENSMUSG00000051627",5,5,3,9,2,1,2,3,1,2
"ENSMUSG00000051652",144,355,178,310,138,214,199,332,207,194
"ENSMUSG00000051663",4,5,2,5,0,13,6,16,12,12
"ENSMUSG00000051669",23,36,19,51,16,22,17,39,19,17
"ENSMUSG00000051671",71,186,92,164,79,72,82,151,47,79
"ENSMUSG00000051674",15,38,27,39,19,16,12,37,17,17
"ENSMUSG00000051675",214,508,528,480,253,506,442,591,371,330
"ENSMUSG00000051678",12,35,13,46,12,14,6,13,9,17
"ENSMUSG00000051695",786,1824,1697,1761,850,1534,1145,2068,1136,1045
"ENSMUSG00000051703",81,133,160,146,87,130,206,185,154,154
"ENSMUSG00000051705",71,161,67,157,88,61,40,156,75,89
"ENSMUSG00000051719",276,650,449,594,280,464,273,735,344,270
"ENSMUSG00000051721",69,179,103,178,85,80,131,216,78,114
"ENSMUSG00000051726",388,882,1263,967,522,760,585,1103,643,534
"ENSMUSG00000051727",2,5,4,5,0,1,3,7,5,2
"ENSMUSG00000051735",18,37,24,53,27,25,26,49,11,21
"ENSMUSG00000051736",21,61,24,71,30,37,15,62,21,34
"ENSMUSG00000051761",3,1,1,0,3,5,0,2,4,1
"ENSMUSG00000051768",163,337,284,409,139,242,210,356,198,177
"ENSMUSG00000051777",3,4,3,11,2,4,5,14,4,4
"ENSMUSG00000051790",211,370,395,367,148,425,282,411,246,223
"ENSMUSG00000051811",2,5,0,11,4,11,8,21,5,7
"ENSMUSG00000051817",189,349,282,447,170,399,252,438,280,225
"ENSMUSG00000051844",3,11,6,5,3,11,2,7,6,6
"ENSMUSG00000051848",1,12,9,5,6,2,2,2,1,2
"ENSMUSG00000051851",412,856,554,896,319,563,422,935,475,425
"ENSMUSG00000051853",1,0,3,2,5,3,0,2,1,0
"ENSMUSG00000051864",239,596,446,622,241,421,339,708,357,325
"ENSMUSG00000051910",259,624,281,608,277,285,347,640,278,377
"ENSMUSG00000051920",101,214,201,230,138,141,128,389,176,196
"ENSMUSG00000051934",277,573,345,649,296,326,270,726,301,355
"ENSMUSG00000051951",93,186,111,176,136,94,105,218,190,215
"ENSMUSG00000051965",12,10,4,16,12,17,11,18,14,13
"ENSMUSG00000051978",30,71,46,67,25,51,27,76,51,23
"ENSMUSG00000051980",5,8,10,8,7,4,10,15,5,12
"ENSMUSG00000051984",1,5,2,4,1,4,1,1,2,2
"ENSMUSG00000051985",23,80,30,41,13,63,46,77,46,23
"ENSMUSG00000051989",32,64,20,59,27,28,22,94,23,43
"ENSMUSG00000051998",11,4,7,13,3,4,1,11,4,5
"ENSMUSG00000052013",3,10,2,12,6,2,1,2,2,1
"ENSMUSG00000052014",0,6,3,7,2,1,5,9,4,0
